Order Number,Purchased on,Total Purchased,Subtotal Purchased,Tax,Shipping,Discount,Vendor Amount,Vendor Subtotal,Vendor Shipping,Vendor Name,Payment Method,payment_method,gross_amount,psp_fees,settlement_amount,currency_code,conversion_rate,margin_profit
HnC010012055,2025-08-08 16:28:55,226.17,150.78,15.08,60.31,0.0,152.73,127.78,24.95,Encompass,paypal_express,paypal_express,226.17,7.93,218.24,USD,1.0,57.580000000000005
HnC010012054,2025-08-08 16:21:02,71.92,46.2,0.0,25.72,0.0,35.3,15.48,19.82,Neuco,stripe_payments,stripe_payments,71.92,2.39,69.53,Refunded,1.0,31.839999999999996
CEFE000002317,2025-08-08 16:12:34,155.90251404,126.38915604,0.0,29.513358,0.0,104.84,75.85,28.99,AllPoints,stripe_payments,stripe_payments,155.9,7.16,148.74,USD,0.719838,36.74000000000002
HnC010012053,2025-08-08 16:01:47,79.29,43.43,2.61,33.25,0.0,47.02,29.92,17.1,Neuco,stripe_payments,stripe_payments,79.29,2.6,76.69,USD,1.0,27.069999999999993
CEFE000002316,2025-08-08 15:36:24,123.29385683999999,93.78222084,0.0,29.511636,0.0,86.83,57.84,28.99,AllPoints,stripe_payments,stripe_payments,123.29,5.72,117.57,USD,0.719796,25.019999999999992
FE001016593,2025-08-08 15:10:07,30.86,19.78,1.09,9.99,0.0,30.12,14.13,15.99,AllPoints,stripe_payments,stripe_payments,30.86,1.19,29.67,USD,1.0,-1.6399999999999992
HnC010012052,2025-08-08 15:04:32,1227.26,967.39,77.39,182.48,0.0,875.9,776.97,98.93,Neuco,stripe_payments,stripe_payments,1227.26,35.89,1191.37,USD,1.0,279.57999999999987
HnC010012051,2025-08-08 14:16:06,214.93,170.88,16.66,27.39,0.0,168.26,136.85,31.41,Neuco,stripe_payments,stripe_payments,214.93,6.53,208.4,USD,1.0,33.610000000000014
CEFE000002315,2025-08-08 13:51:45,108.69038908,79.19015108,0.0,29.500238,0.0,77.85,48.86,28.99,AllPoints,stripe_payments,stripe_payments,108.69,5.08,103.61,USD,0.719518,20.68
HnC010012050,2025-08-08 13:19:35,232.17,195.21,11.71,25.25,0.0,150.39,139.44,10.95,Encompass,stripe_payments,stripe_payments,232.17,7.03,225.14,USD,1.0,67.71999999999998
HnC010012049,2025-08-08 13:15:11,240.27,194.11,14.8,31.36,0.0,238.45,164.5,73.95,Neuco,stripe_payments,stripe_payments,240.27,7.27,233.0,USD,1.0,-12.720000000000002
CEFE000002314,2025-08-08 00:29:33,84.82191762,58.177194899999996,0.0,29.557187,-2.91246428,54.07,25.08,28.99,AllPoints,stripe_payments,stripe_payments,84.82,4.03,80.79,USD,0.720907,22.69000000000001
HnC010012048,2025-08-07 22:43:30,123.65,25.38,1.78,96.49,0.0,43.6,11.91,31.69,Neuco,stripe_payments,stripe_payments,123.65,3.89,119.76,USD,1.0,72.27000000000001
HnC010012047,2025-08-07 22:36:46,555.97,484.82,43.76,27.39,0.0,436.23,425.28,10.95,Encompass,stripe_payments,stripe_payments,555.97,16.42,539.55,USD,1.0,86.89999999999998
HnC010012046,2025-08-07 22:30:30,254.07,208.67,18.52,26.88,0.0,199.45,176.84,22.61,Neuco,stripe_payments,stripe_payments,254.07,7.67,246.4,USD,1.0,39.28
HnC010012044,2025-08-07 21:27:13,1371.13,1237.16,108.25,25.72,0.0,1115.56,1104.61,10.95,Encompass,stripe_payments,stripe_payments,1371.13,40.06,1331.07,Refunded,1.0,175.45000000000005
HnC010012043,2025-08-07 21:18:06,96.65,63.56,6.51,26.58,0.0,64.99,43.79,21.2,Neuco,stripe_payments,stripe_payments,96.65,3.1,93.55,Refunded,1.0,25.459999999999997
FE001016592,2025-08-07 21:05:41,279.38,248.57,20.82,9.99,0.0,228.99,218.04,10.95,Encompass,stripe_payments,stripe_payments,279.38,8.4,270.98,USD,1.0,33.590000000000025
HnC010012042,2025-08-07 20:56:20,2024.07,1723.1,133.71,218.95,-51.69,1503.47,1315.65,187.82,Neuco,stripe_payments,stripe_payments,2024.07,59.0,1965.07,USD,1.0,402.59999999999985
CEFE000002313,2025-08-07 20:11:31,169.75996492000002,140.22897692,0.0,29.530988,0.0,115.43,86.44,28.99,AllPoints,stripe_payments,stripe_payments,169.76,7.77,161.99,USD,0.720268,38.79000000000002
HnC010012041,2025-08-07 20:00:03,69.95,38.61,3.23,28.11,0.0,47.02,24.93,22.09,Neuco,stripe_payments,stripe_payments,69.95,2.33,67.62,USD,1.0,18.270000000000003
CEFE000002312,2025-08-07 19:59:39,34.69218192,5.20670392,0.0,29.485477999999997,0.0,31.24,2.25,28.99,AllPoints,stripe_payments,stripe_payments,34.69,1.83,32.86,USD,0.719158,-0.20999999999999908
CEFE000002311,2025-08-07 19:36:57,124.35680135999999,94.87132335999999,0.0,29.485477999999997,0.0,97.81,68.82,28.99,AllPoints,stripe_payments,stripe_payments,124.36,5.77,118.59,USD,0.719158,15.010000000000012
HnC010012040,2025-08-07 19:30:36,698.99,586.67,46.93,65.39,0.0,866.41,494.2,372.21,Neuco,stripe_payments,stripe_payments,698.99,20.57,678.42,USD,1.0,-208.56
FE001016591,2025-08-07 19:27:56,629.61,584.55,35.07,9.99,0.0,523.71,512.76,10.95,Encompass,stripe_payments,stripe_payments,629.61,18.56,611.05,USD,1.0,68.77999999999996
FE001016590,2025-08-07 18:41:45,510.45,465.0,35.46,9.99,0.0,405.03,394.08,10.95,Encompass,stripe_payments,stripe_payments,510.45,15.1,495.35,USD,1.0,75.22000000000004
CEFE000002310,2025-08-07 17:49:05,243.27232512,213.75597412,0.0,29.516351,0.0,183.89,154.9,28.99,AllPoints,stripe_payments,stripe_payments,243.27,11.0,232.27,USD,0.719911,37.38000000000001
HnC010012038,2025-08-07 17:15:42,91.16,60.36,5.62,25.18,0.0,53.92,40.92,13.0,Neuco,stripe_payments,stripe_payments,91.16,2.94,88.22,USD,1.0,31.359999999999996
HnC010012037,2025-08-07 16:26:53,99.06,61.73,0.0,37.33,0.0,80.48,42.53,37.95,Neuco,stripe_payments,stripe_payments,99.06,3.17,95.89,USD,1.0,12.239999999999997
FE001016589,2025-08-07 16:12:06,534.07,479.58,28.48,49.99,-23.98,469.67,420.68,48.99,AllPoints,stripe_payments,stripe_payments,534.07,15.79,518.28,USD,1.0,32.819999999999965
HnC010012035,2025-08-07 15:01:28,460.42,143.92,0.0,316.5,0.0,190.63,96.0,94.63,Neuco,stripe_payments,stripe_payments,460.42,13.65,446.77,USD,1.0,242.48999999999998
CEFE000002307,2025-08-07 14:14:18,47.08563886,17.56260486,0.0,29.523034,0.0,39.82,10.83,28.99,AllPoints,stripe_payments,stripe_payments,47.09,2.37,44.72,USD,0.720074,2.530000000000002
HnC010012034,2025-08-07 13:39:55,116.03,50.15,4.01,61.87,0.0,82.14,34.39,47.75,Neuco,stripe_payments,stripe_payments,116.03,3.66,112.37,USD,1.0,26.570000000000004
HnC010012033,2025-08-07 13:17:46,1271.53,1125.51,112.55,33.47,0.0,998.24,987.29,10.95,Encompass,paypal_express,paypal_express,1271.53,42.32,1229.21,USD,1.0,188.6500000000001
FE001016588,2025-08-07 04:07:32,202.49,160.5,0.0,41.99,0.0,176.01,136.02,39.99,AllPoints,stripe_payments,stripe_payments,202.49,6.17,196.32,USD,1.0,14.139999999999981
CEFE000002306,2025-08-07 03:51:57,42.80971721,13.265896210000001,0.0,29.543821,0.0,34.71,5.72,28.99,AllPoints,stripe_payments,stripe_payments,42.81,2.18,40.63,USD,0.720581,3.740000000000005
HnC010012032,2025-08-07 02:23:50,98.1,69.99,0.0,28.11,0.0,72.08,49.99,22.09,Neuco,stripe_payments,stripe_payments,98.1,3.14,94.96,USD,1.0,19.73999999999999
HnC010012031,2025-08-06 22:34:15,55.14,16.2,1.68,37.26,0.0,22.52,11.57,10.95,Encompass,stripe_payments,stripe_payments,55.14,1.9,53.24,USD,1.0,28.820000000000004
CEFE000002305,2025-08-06 22:27:04,56.206829080000006,26.66600108,0.0,29.540828,0.0,45.42,16.43,28.99,AllPoints,stripe_payments,stripe_payments,56.21,2.77,53.44,USD,0.720508,5.25
FE001016587,2025-08-06 21:57:30,184.79,162.98,11.82,9.99,0.0,154.11,138.12,15.99,AllPoints,stripe_payments,stripe_payments,184.79,5.66,179.13,USD,1.0,19.35999999999999
CEFE000002304,2025-08-06 21:26:38,81.6991434,52.160652400000004,0.0,29.538490999999997,0.0,51.49,22.5,28.99,AllPoints,stripe_payments,stripe_payments,81.7,3.89,77.81,USD,0.720451,22.430000000000003
CEFE000002303,2025-08-06 21:05:31,116.25197336000001,86.71348236,0.0,29.538490999999997,0.0,82.42,53.43,28.99,AllPoints,stripe_payments,stripe_payments,116.25,5.42,110.83,USD,0.720451,22.990000000000002
HnC010012030,2025-08-06 20:51:56,500.08,411.84,31.92,56.32,0.0,410.46,348.27,62.19,Neuco,stripe_payments,stripe_payments,500.08,14.8,485.28,Refunded,1.0,60.019999999999996
CEFE000002302,2025-08-06 20:47:12,498.49421164,493.63865498,0.0,29.536769,-24.68121234,399.0,370.01,28.99,AllPoints,stripe_payments,stripe_payments,498.49,22.23,476.26,USD,0.720409,55.03
HnC010012029,2025-08-06 20:24:11,556.45,511.4,42.51,28.11,-25.57,459.55,448.6,10.95,Encompass,paypal_express,paypal_express,556.45,18.8,537.65,USD,1.0,59.299999999999955
FE001016586,2025-08-06 20:06:17,177.48,151.92,15.57,9.99,0.0,124.51,108.52,15.99,AllPoints,stripe_payments,stripe_payments,177.48,5.45,172.03,USD,1.0,42.07
HnC010012028,2025-08-06 19:44:28,280.43,184.29,9.95,86.19,0.0,199.23,156.18,43.05,Neuco,stripe_payments,stripe_payments,280.43,8.43,272.0,USD,1.0,64.34
CEFE000002301,2025-08-06 19:38:47,322.6457214,293.1046884,0.0,29.541033,0.0,209.59,180.6,28.99,AllPoints,stripe_payments,stripe_payments,322.65,14.5,308.15,USD,0.720513,84.05999999999999
HnC010012027,2025-08-06 19:33:25,233.06,162.62,13.01,57.43,0.0,160.46,127.75,32.71,Neuco,stripe_payments,stripe_payments,233.06,7.06,226.0,USD,1.0,58.47999999999999
FE001016585,2025-08-06 19:29:15,519.51,509.52,0.0,9.99,0.0,447.78,431.79,15.99,AllPoints,stripe_payments,stripe_payments,519.51,15.37,504.14,USD,1.0,40.98999999999997
HnC010012026,2025-08-06 19:16:14,442.7,364.06,29.12,49.52,0.0,330.3,319.35,10.95,Encompass,stripe_payments,stripe_payments,442.7,13.14,429.56,Refunded,1.0,86.11999999999998
HnC010012025,2025-08-06 19:11:16,668.11,589.15,44.19,34.77,0.0,545.25,508.85,36.4,Neuco,stripe_payments,stripe_payments,668.11,19.68,648.43,Refunded,1.0,83.49999999999991
CEFE000002300,2025-08-06 19:04:59,418.03443747,388.49340447000003,0.0,29.541033,0.0,317.52,288.53,28.99,AllPoints,stripe_payments,stripe_payments,418.03,18.69,399.34,USD,0.720513,63.13000000000001
CEFE000002299,2025-08-06 18:29:37,117.41289762000001,92.4933739,0.0,29.545994,-4.6264702799999995,95.95,66.96,28.99,AllPoints,stripe_payments,stripe_payments,117.41,5.47,111.94,USD,0.720634,10.520000000000007
FE001016584,2025-08-06 18:25:59,1140.4,1003.83,86.58,49.99,0.0,929.54,880.55,48.99,AllPoints,stripe_payments,stripe_payments,1140.4,33.37,1107.03,USD,1.0,144.12
HnC010012024,2025-08-06 18:10:27,103.28,73.5,5.15,24.63,0.0,61.12,48.12,13.0,Neuco,stripe_payments,stripe_payments,103.28,3.3,99.98,USD,1.0,35.56000000000001
HnC010012023,2025-08-06 17:56:29,206.34,145.99,9.42,50.93,0.0,149.86,114.62,35.24,Neuco,stripe_payments,stripe_payments,206.34,6.28,200.06,USD,1.0,43.919999999999995
HnC010012022,2025-08-06 17:26:01,6737.55,5335.9,480.23,921.42,0.0,4500.0,4500.0,0.0,Neuco,stripe_payments,stripe_payments,6737.55,195.69,6541.86,Refunded,1.0,1846.1699999999996
HnC010012021,2025-08-06 17:14:56,203.42,161.06,15.14,27.22,0.0,171.89,133.05,38.84,Neuco,stripe_payments,stripe_payments,203.42,6.2,197.22,USD,1.0,19.129999999999985
CEFE000002297,2025-08-06 16:47:23,124.51266231999999,94.97314632,0.0,29.539516,0.0,87.52,58.53,28.99,AllPoints,stripe_payments,stripe_payments,124.51,5.78,118.73,USD,0.720476,25.430000000000003
HnC010012020,2025-08-06 16:46:46,1145.93,1036.16,68.65,41.12,0.0,906.02,872.85,33.17,Neuco,stripe_payments,stripe_payments,1145.93,33.53,1112.4,USD,1.0,172.85000000000005
CEFE000002296,2025-08-06 16:26:04,472.11351328,442.57399727999996,0.0,29.539516,0.0,360.69,331.7,28.99,AllPoints,stripe_payments,stripe_payments,472.11,21.07,451.04,USD,0.720476,69.28000000000003
HnC010012019,2025-08-06 16:24:38,68.53,39.16,2.49,26.88,0.0,40.97,27.97,13.0,Neuco,stripe_payments,stripe_payments,68.53,2.29,66.24,USD,1.0,22.979999999999997
HnC010012018,2025-08-06 16:19:45,205.51,162.36,14.41,28.74,0.0,163.0,129.0,34.0,Neuco,stripe_payments,stripe_payments,205.51,6.26,199.25,USD,1.0,29.990000000000002
FE001016583,2025-08-06 15:58:29,865.21,752.74,62.48,49.99,0.0,709.29,660.3,48.99,AllPoints,stripe_payments,stripe_payments,865.21,25.39,839.82,USD,1.0,105.14000000000009
CEFE000002295,2025-08-06 15:29:28,148.31542152,118.80206351999999,0.0,29.513358,0.0,102.27,73.28,28.99,AllPoints,stripe_payments,stripe_payments,148.32,6.83,141.49,USD,0.719838,32.390000000000015
CEFE000002294,2025-08-06 15:13:07,135.2935521,105.78019409999999,0.0,29.513358,0.0,105.65,76.66,28.99,AllPoints,stripe_payments,stripe_payments,135.29,6.25,129.04,USD,0.719838,17.139999999999997
FE001016582,2025-08-06 14:38:08,138.86,80.79,8.08,49.99,0.0,117.46,68.47,48.99,AllPoints,stripe_payments,stripe_payments,138.86,4.33,134.53,USD,1.0,12.74
CEFE000002293,2025-08-06 14:36:27,40.680565,11.160155000000001,0.0,29.520410000000002,0.0,33.81,4.82,28.99,AllPoints,stripe_payments,stripe_payments,40.68,2.09,38.59,USD,0.72001,2.690000000000005
CEFE000002292,2025-08-06 14:34:43,1207.4207695,1177.9003595000001,0.0,29.520410000000002,0.0,882.44,853.45,28.99,AllPoints,stripe_payments,stripe_payments,1207.42,53.43,1153.99,USD,0.72001,218.11999999999995
HnC010012016,2025-08-06 14:07:57,258.24,214.74,16.11,27.39,0.0,199.78,181.98,17.8,Neuco,stripe_payments,stripe_payments,258.24,7.79,250.45,USD,1.0,42.88
CEFE000002291,2025-08-06 13:43:16,79.5433506,50.0188406,0.0,29.52451,0.0,59.83,30.84,28.99,AllPoints,stripe_payments,stripe_payments,79.54,3.8,75.74,USD,0.72011,12.109999999999992
HnC010012015,2025-08-06 12:48:47,1066.83,884.88,53.09,128.86,0.0,847.67,746.81,100.86,Neuco,stripe_payments,stripe_payments,1066.83,31.24,1035.59,USD,1.0,156.67999999999995
HnC010012014,2025-08-06 12:47:02,217.03,174.01,10.44,32.58,0.0,158.42,147.47,10.95,Encompass,paypal_express,paypal_express,217.03,7.63,209.4,USD,1.0,43.35
CEFE000002290,2025-08-06 12:17:09,122.25469668000001,92.74543868,0.0,29.509258,0.0,86.2,57.21,28.99,AllPoints,stripe_payments,stripe_payments,122.25,5.68,116.57,USD,0.719738,24.689999999999994
HnC010012013,2025-08-06 11:49:28,572.75,511.4,33.24,28.11,0.0,459.55,448.6,10.95,Encompass,stripe_payments,stripe_payments,572.75,16.91,555.84,USD,1.0,79.38000000000001
CEFE000002288,2025-08-06 03:16:05,80.2890664,50.8185944,0.0,29.470472,0.0,60.38,31.39,28.99,AllPoints,stripe_payments,stripe_payments,80.29,3.83,76.46,USD,0.718792,12.249999999999995
HnC010012012,2025-08-06 01:24:02,435.63,382.25,26.76,26.62,0.0,346.26,335.31,10.95,Encompass,stripe_payments,stripe_payments,435.63,12.93,422.7,USD,1.0,63.509999999999984
HnC010012011,2025-08-06 00:16:13,693.31,574.56,34.47,84.28,0.0,532.5,484.0,48.5,Neuco,stripe_payments,stripe_payments,693.31,20.41,672.9,USD,1.0,119.98999999999998
FE001016581,2025-08-06 00:14:27,114.39,104.4,0.0,9.99,0.0,93.64,77.65,15.99,AllPoints,stripe_payments,stripe_payments,114.39,3.62,110.77,USD,1.0,13.509999999999987
FE001016580,2025-08-05 23:58:32,206.27,188.47,17.23,9.99,-9.42,175.71,159.72,15.99,AllPoints,stripe_payments,stripe_payments,206.27,6.28,199.99,USD,1.0,18.000000000000007
HnC010012010,2025-08-05 23:57:52,349.61,213.96,17.12,118.53,0.0,248.46,167.98,80.48,Neuco,stripe_payments,stripe_payments,349.61,10.44,339.17,USD,1.0,80.27000000000002
CEFE000002287,2025-08-05 23:57:31,226.15096104,196.68176003999997,0.0,29.469200999999998,0.0,171.74,142.75,28.99,AllPoints,stripe_payments,stripe_payments,226.15,10.25,215.9,USD,0.718761,33.91000000000001
HnC010012009,2025-08-05 23:49:19,181.69,83.56,7.83,90.3,0.0,105.92,68.87,37.05,Neuco,stripe_payments,stripe_payments,181.69,5.57,176.12,USD,1.0,64.63
HnC010012008,2025-08-05 23:48:57,154.48,117.11,9.37,28.0,0.0,116.75,95.73,21.02,Neuco,stripe_payments,stripe_payments,154.48,4.78,149.7,USD,1.0,28.169999999999987
CEFE000002286,2025-08-05 23:44:50,113.78705391,84.31785291,0.0,29.469200999999998,0.0,90.19,61.2,28.99,AllPoints,stripe_payments,stripe_payments,113.79,5.31,108.48,USD,0.718761,12.980000000000004
CEFE000002285,2025-08-05 21:54:54,115.71532163999998,86.24378364,0.0,29.471538,0.0,91.58,62.59,28.99,AllPoints,stripe_payments,stripe_payments,115.72,5.39,110.33,USD,0.718818,13.359999999999996
HnC010012007,2025-08-05 21:43:38,142.33,69.68,4.88,67.77,0.0,94.91,56.96,37.95,Neuco,stripe_payments,stripe_payments,142.33,4.43,137.9,USD,1.0,38.559999999999995
CEFE000002284,2025-08-05 21:18:30,184.53495696000002,155.06341895999998,0.0,29.471538,0.0,100.89,71.9,28.99,AllPoints,stripe_payments,stripe_payments,184.54,8.42,176.12,USD,0.718818,66.81
HnC010012006,2025-08-05 20:55:48,432.5,277.95,22.93,131.62,0.0,327.63,231.18,96.45,Neuco,stripe_payments,stripe_payments,432.5,12.84,419.66,USD,1.0,79.19000000000001
HnC010012005,2025-08-05 20:37:47,685.81,605.41,36.32,44.08,0.0,563.13,522.89,40.24,Neuco,stripe_payments,stripe_payments,685.81,20.19,665.62,USD,1.0,82.30000000000001
FE001016579,2025-08-05 20:31:50,173.25,162.9,8.51,9.99,-8.15,155.71,139.72,15.99,AllPoints,stripe_payments,stripe_payments,173.25,5.32,167.93,USD,1.0,6.9000000000000075
CEFE000002283,2025-08-05 20:09:12,63.065055279999996,33.59540328,0.0,29.469652,0.0,49.74,20.75,28.99,AllPoints,stripe_payments,stripe_payments,63.07,3.08,59.99,USD,0.718772,7.1700000000000035
HnC010012004,2025-08-05 19:56:18,609.22,529.68,52.17,27.37,0.0,232.46,192.0,40.46,Neuco,stripe_payments,stripe_payments,609.22,17.97,591.25,USD,1.0,340.82000000000005
CEFE000002282,2025-08-05 19:35:21,299.27808034000003,269.83429934000003,0.0,29.443781,0.0,225.01,196.02,28.99,AllPoints,stripe_payments,stripe_payments,299.28,13.47,285.81,USD,0.718141,47.33
HnC010012003,2025-08-05 19:16:08,772.94,744.2,0.0,28.74,0.0,629.0,604.8,24.2,Neuco,stripe_payments,stripe_payments,772.94,22.72,750.22,USD,1.0,98.50000000000007
CEFE000002281,2025-08-05 18:34:30,166.94229504,137.48527104000001,0.0,29.457024,0.0,113.95,84.96,28.99,AllPoints,stripe_payments,stripe_payments,166.94,7.65,159.29,USD,0.718464,37.690000000000005
FE001016578,2025-08-05 18:16:54,179.0,119.45,9.56,49.99,0.0,150.22,101.23,48.99,AllPoints,stripe_payments,stripe_payments,179.0,5.49,173.51,USD,1.0,17.799999999999983
FE001016577,2025-08-05 18:11:54,256.92,229.17,17.76,9.99,0.0,210.2,194.21,15.99,AllPoints,stripe_payments,stripe_payments,256.92,7.75,249.17,USD,1.0,31.219999999999978
CEFE000002280,2025-08-05 17:50:25,355.27198229999993,325.8132773,0.0,29.458705,0.0,230.31,201.32,28.99,AllPoints,stripe_payments,stripe_payments,355.27,15.93,339.34,USD,0.718505,93.1
HnC010012002,2025-08-05 17:47:39,195.35,62.92,5.51,126.92,0.0,119.36,51.54,67.82,Neuco,stripe_payments,stripe_payments,195.35,5.97,189.38,USD,1.0,64.05000000000001
CEFE000002279,2025-08-05 17:37:29,435.45714029999993,405.9984352999999,0.0,29.458705,0.0,312.26,283.27,28.99,AllPoints,stripe_payments,stripe_payments,435.46,19.46,416.0,USD,0.718505,84.28000000000003
HnC010012001,2025-08-05 17:36:03,74.13,39.09,2.15,32.89,0.0,57.32,26.93,30.39,Neuco,stripe_payments,stripe_payments,74.13,2.45,71.68,USD,1.0,11.910000000000007
FE001016576,2025-08-05 17:24:54,138.13,116.76,11.38,9.99,0.0,114.94,98.95,15.99,AllPoints,stripe_payments,stripe_payments,138.13,4.31,133.82,USD,1.0,14.56999999999999
CEFE000002278,2025-08-05 17:14:02,53.66513844999999,24.206433449999995,0.0,29.458705,0.0,39.46,10.47,28.99,AllPoints,stripe_payments,stripe_payments,53.67,2.66,51.01,USD,0.718505,8.89
HnC010012000,2025-08-05 15:57:21,207.06,179.69,0.0,27.37,0.0,166.12,146.88,19.24,Neuco,stripe_payments,stripe_payments,207.06,6.3,200.76,USD,1.0,28.34
HnC010011999,2025-08-05 15:51:56,272.8,213.67,18.06,41.07,0.0,192.03,181.08,10.95,Encompass,stripe_payments,stripe_payments,272.8,8.21,264.59,USD,1.0,64.34999999999997
FE001016575,2025-08-05 15:12:52,296.96,228.41,18.56,49.99,0.0,249.35,200.36,48.99,AllPoints,stripe_payments,stripe_payments,296.96,8.91,288.05,USD,1.0,29.789999999999996
FE001016574,2025-08-05 15:06:53,183.15,160.33,12.83,9.99,0.0,151.86,135.87,15.99,AllPoints,stripe_payments,stripe_payments,183.15,5.61,177.54,USD,1.0,20.069999999999986
HnC010011998,2025-08-05 15:00:51,189.16,49.73,3.92,135.51,0.0,130.98,34.28,96.7,Neuco,stripe_payments,stripe_payments,189.16,5.79,183.37,USD,1.0,46.6
HnC010011997,2025-08-05 14:48:39,461.56,396.41,34.19,30.96,0.0,350.97,322.16,28.81,Neuco,stripe_payments,stripe_payments,461.56,13.69,447.87,USD,1.0,83.20999999999998
CEFE000002277,2025-08-05 14:35:41,151.66588733999998,122.22596034,0.0,29.439927,0.0,104.56,75.57,28.99,AllPoints,stripe_payments,stripe_payments,151.67,6.97,144.7,USD,0.718047,33.17
HnC010011995,2025-08-05 12:48:55,666.34,561.02,62.83,42.49,0.0,492.45,330.66,161.79,Neuco,stripe_payments,stripe_payments,666.34,19.62,646.72,USD,1.0,134.65
HnC010011994,2025-08-05 12:05:17,1936.28,1790.39,107.42,38.47,0.0,1643.59,1598.56,45.03,Neuco,stripe_payments,stripe_payments,1936.28,56.45,1879.83,Refunded,1.0,179.78999999999996
HnC010011993,2025-08-05 10:22:18,628.27,537.57,53.76,36.94,0.0,437.87,437.87,0.0,Neuco,stripe_payments,stripe_payments,628.27,18.52,609.75,Refunded,1.0,153.35999999999999
CEFE000002276,2025-08-05 05:04:30,206.88903200000001,177.441192,0.0,29.44784,0.0,119.41,90.42,28.99,AllPoints,stripe_payments,stripe_payments,206.89,9.4,197.49,USD,0.71824,68.68
CEFE000002275,2025-08-05 01:35:00,133.73294767000002,104.25259467000001,0.0,29.480353,0.0,104.63,75.64,28.99,AllPoints,stripe_payments,stripe_payments,133.73,6.18,127.55,USD,0.719033,16.74
CEFE000002274,2025-08-05 00:40:36,401.6367516,372.15750560000004,0.0,29.479246,0.0,299.01,270.02,28.99,AllPoints,stripe_payments,stripe_payments,401.64,17.97,383.67,USD,0.719006,66.69000000000004
CEFE000002273,2025-08-05 00:36:52,37.55368338,8.07443738,0.0,29.479246,0.0,32.48,3.49,28.99,AllPoints,stripe_payments,stripe_payments,37.55,1.95,35.6,USD,0.719006,1.170000000000001
FE001016573,2025-08-04 23:55:02,16.88,6.38,0.51,9.99,0.0,19.18,3.19,15.99,AllPoints,stripe_payments,stripe_payments,16.88,0.79,16.09,USD,1.0,-3.88
FE001016572,2025-08-04 22:58:12,392.19,322.83,19.37,49.99,0.0,332.17,283.18,48.99,AllPoints,stripe_payments,stripe_payments,392.19,11.67,380.52,USD,1.0,36.67999999999997
HnC010011992,2025-08-04 22:13:13,151.32,106.53,7.46,37.33,0.0,104.14,87.23,16.91,Neuco,stripe_payments,stripe_payments,151.32,4.69,146.63,USD,1.0,37.8
HnC010011991,2025-08-04 21:29:21,742.93,577.92,46.23,118.78,0.0,600.24,506.95,93.29,Neuco,stripe_payments,stripe_payments,742.93,21.84,721.09,USD,1.0,99.01000000000003
HnC010011990,2025-08-04 21:10:23,60.65,24.96,1.55,34.14,0.0,28.78,17.83,10.95,Encompass,stripe_payments,stripe_payments,60.65,2.06,58.59,USD,1.0,27.750000000000007
CEFE000002272,2025-08-04 20:29:20,266.527575,237.069075,0.0,29.4585,0.0,201.12,172.13,28.99,AllPoints,stripe_payments,stripe_payments,266.53,12.03,254.5,USD,0.7185,41.35000000000001
HnC010011989,2025-08-04 20:25:28,156.14,49.35,3.45,103.34,0.0,70.51,34.0,36.51,Neuco,stripe_payments,stripe_payments,156.14,4.83,151.31,USD,1.0,75.97000000000001
FE001016569,2025-08-04 19:11:52,98.31,81.21,7.11,9.99,0.0,84.81,68.82,15.99,AllPoints,stripe_payments,stripe_payments,98.31,3.15,95.16,USD,1.0,7.200000000000003
HnC010011987,2025-08-04 19:09:23,124.45,62.86,4.16,57.43,0.0,84.51,51.38,33.13,Neuco,stripe_payments,stripe_payments,124.45,3.91,120.54,USD,1.0,32.11999999999999
FE001016568,2025-08-04 18:56:06,1454.52,1342.12,112.4,0.0,0.0,1214.31,1198.32,15.99,AllPoints,stripe_payments,stripe_payments,1454.52,42.48,1412.04,USD,1.0,155.25000000000003
HnC010011985,2025-08-04 18:52:26,147.48,90.2,6.31,50.97,0.0,98.62,71.34,27.28,Neuco,stripe_payments,stripe_payments,147.48,4.58,142.9,USD,1.0,39.7
HnC010011984,2025-08-04 18:29:32,669.45,574.63,35.91,58.91,0.0,527.42,504.06,23.36,Metropac,stripe_payments,stripe_payments,669.45,19.71,649.74,USD,1.0,102.61000000000001
HnC010011983,2025-08-04 18:10:33,407.08,376.35,0.0,30.73,0.0,341.08,330.13,10.95,Encompass,stripe_payments,stripe_payments,407.08,12.11,394.97,USD,1.0,41.78000000000003
FE001016567,2025-08-04 18:10:02,278.35,250.8,17.56,9.99,0.0,235.99,220.0,15.99,AllPoints,stripe_payments,stripe_payments,278.35,8.37,269.98,USD,1.0,25.62000000000002
FE001016566,2025-08-04 17:56:17,284.04,253.81,20.24,9.99,0.0,238.63,222.64,15.99,AllPoints,stripe_payments,stripe_payments,284.04,8.54,275.5,USD,1.0,28.330000000000013
CEFE000002271,2025-08-04 17:19:34,40.33877871,11.44836531,0.0,29.465346999999998,-0.5749335999999999,33.94,4.95,28.99,AllPoints,stripe_payments,stripe_payments,40.34,2.07,38.27,USD,0.718667,2.260000000000002
HnC010011982,2025-08-04 16:03:18,154.72,122.01,8.54,24.17,0.0,112.73,99.73,13.0,Neuco,stripe_payments,stripe_payments,154.72,4.79,149.93,USD,1.0,32.410000000000004
HnC010011981,2025-08-04 15:52:37,296.42,253.82,15.23,27.37,0.0,234.12,215.22,18.9,Neuco,stripe_payments,stripe_payments,296.42,8.9,287.52,USD,1.0,44.499999999999986
