payment_method,transaction_id,order_number,gross_amount,psp_fees,settlement_amount,currency_code,conversion_rate
stripe_payments,pi_3RqhOOBQ61UuLJWK2GFbJvjl,HnC010011909,9867.1,286.45,9580.65,USD,1.0
stripe_payments,pi_3RqhIpBQ61UuLJWK2wNLbNvp-refund,HnC010011908,614.43,18.12,596.31,USD,1.0
stripe_payments,pi_3RqgkXLbZ7P2XrWw14g2Izv1,FE001016541,266.38,8.03,258.35,USD,1.0
stripe_payments,pi_3Rqgg0LbZ7P2XrWw1aU9uVvP-refund,CEFE000002239,288.29,12.98,275.31,USD,0.715473
stripe_payments,pi_3RqfUvBQ61UuLJWK0Rmud712,HnC010011907,96.05,3.09,92.96,USD,1.0
stripe_payments,pi_3RqentBQ61UuLJWK1BwZjaUH,HnC010011906,283.74,8.53,275.21,USD,1.0
stripe_payments,pi_3RqejtLbZ7P2XrWw1pTIRWJp-refund,FE001016540,138.1,4.3,133.8,USD,1.0
stripe_payments,pi_3RqeY2BQ61UuLJWK2PSbzVR2,HnC010011905,344.6,10.29,334.31,USD,1.0
stripe_payments,pi_3RqeM8BQ61UuLJWK1qOOyOz9,HnC010011904,628.52,18.53,609.99,USD,1.0
stripe_payments,pi_3Rqd8GLbZ7P2XrWw2F3ABKJE,CEFE000002237,177.72,8.12,169.6,USD,0.716608
stripe_payments,pi_3Rqd0WBQ61UuLJWK0OT2zwVn,HnC010011902,4936.11,143.45,4792.66,USD,1.0
stripe_payments,pi_3RqclrBQ61UuLJWK0r4JIgck,HnC010011899,329.86,9.87,319.99,USD,1.0
stripe_payments,pi_3RqcZ9BQ61UuLJWK2KHxb6TT,HnC010011897,98.83,3.17,95.66,USD,1.0
paypal_express,61F78095WG5297940,FE001016539,264.64,9.2,255.44,USD,1.0
stripe_payments,pi_3RqcD4LbZ7P2XrWw1lJxpSml-refund,CEFE000002236,444.52,19.86,424.66,USD,0.716814
stripe_payments,pi_3RqbtoCyhgPTsSxt0EKYwKSU,WTB000010128,155.56,4.81,150.75,USD,1.0
stripe_payments,pi_3RqbhALbZ7P2XrWw1WDBXHhi,FE001016538,575.03,16.98,558.05,USD,1.0
stripe_payments,pi_3RqbV6LbZ7P2XrWw0Cc0guPy,FE001016537,177.1,5.44,171.66,USD,1.0
stripe_payments,pi_3RqbPOLbZ7P2XrWw1DzHnmGC,CEFE000002235,241.76,10.94,230.82,USD,0.717214
stripe_payments,pi_3RqbOyBQ61UuLJWK1sVLRO1E,HnC010011896,573.09,16.92,556.17,USD,1.0
stripe_payments,pi_3Rqb7kBQ61UuLJWK1Dx25gSC,HnC010011895,170.57,5.25,165.32,USD,1.0
stripe_payments,pi_3Rqaj8BQ61UuLJWK2ucMohSI,HnC010011893,651.81,19.2,632.61,USD,1.0
stripe_payments,pi_3RqZl6LbZ7P2XrWw3AljSXh7-refund,CEFE000002233,42.37,2.16,40.21,USD,0.717136
stripe_payments,pi_3RqZSZLbZ7P2XrWw2kGndCEw,FE001016535,210.39,6.4,203.99,USD,1.0
stripe_payments,pi_3RqX7eLbZ7P2XrWw0pGSku95,CEFE000002232,111.11,5.19,105.92,USD,0.718422
stripe_payments,pi_3RqSBkBQ61UuLJWK1SXvont8,HnC010011891,217.25,6.6,210.65,USD,1.0
stripe_payments,pi_3RqRrzBQ61UuLJWK031z1JI1,HnC010011890,97.95,3.14,94.81,USD,1.0
stripe_payments,pi_3RqR2lLbZ7P2XrWw0fQSD2rh,FE001016532,255.12,7.7,247.42,USD,1.0
stripe_payments,pi_3RqQ3jBQ61UuLJWK2JwCUEiN,HnC010011889,112.39,3.56,108.83,USD,1.0
stripe_payments,pi_3RqNcrLbZ7P2XrWw2F7YSVwQ,FE001016531,229.13,6.94,222.19,USD,1.0
stripe_payments,pi_3RqN9VLbZ7P2XrWw1uVIWzjH,FE001016530,349.67,10.44,339.23,USD,1.0
stripe_payments,pi_3RqMMFBQ61UuLJWK0xFeA9GN,HnC010011886,254.25,7.67,246.58,USD,1.0
stripe_payments,pi_3RqLyeBQ61UuLJWK2Xh0NPZO,HnC010011885,339.09,10.13,328.96,USD,1.0
stripe_payments,pi_3RqLSkBQ61UuLJWK242ttRBG,HnC010011881,185.08,5.67,179.41,USD,1.0
stripe_payments,pi_3RqLPoLbZ7P2XrWw0z22iaUy,FE001016529,154.63,4.78,149.85,USD,1.0
stripe_payments,pi_3RqL6jLbZ7P2XrWw1yUCfdwN,CEFE000002231,145.19,6.69,138.5,USD,0.718923
stripe_payments,pi_3RqKzTLbZ7P2XrWw3injTLS3,CEFE000002230,125.05,5.8,119.25,USD,0.718923
stripe_payments,pi_3RqK5aBQ61UuLJWK0hYRmNNe,HnC010011879,707.18,20.81,686.37,USD,1.0
stripe_payments,pi_3RqJwXLbZ7P2XrWw1YtlLWyD,FE001016527,135.75,4.24,131.51,USD,1.0
stripe_payments,pi_3RqJo1BQ61UuLJWK1fVkxCeF,HnC010011878,279.59,8.41,271.18,USD,1.0
stripe_payments,pi_3RqJNfBQ61UuLJWK1OfMTm8c-refund,HnC010011877,711.33,20.93,690.4,USD,1.0
stripe_payments,pi_3RqIsXBQ61UuLJWK2mabmL0m,HnC010011875,1297.61,37.93,1259.68,USD,1.0
stripe_payments,pi_3RqILtBQ61UuLJWK0i5nXMwl,HnC010011873,1206.85,35.3,1171.55,USD,1.0
paypal_express,13N94093885199623,FE001016526,594.62,20.05,574.57,USD,1.0
stripe_payments,pi_3RqHe0BQ61UuLJWK0iNxicvx,HnC010011872,1774.52,51.76,1722.76,USD,1.0
stripe_payments,pi_3RqH7TLbZ7P2XrWw2iLJVuWd,FE001016525,255.21,7.7,247.51,USD,1.0
stripe_payments,pi_3RqGusLbZ7P2XrWw1pVPXlhO,FE001016524,617.74,18.21,599.53,USD,1.0
stripe_payments,pi_3RqGlKLbZ7P2XrWw10coWYF2,FE001016523,151.99,4.71,147.28,USD,1.0
stripe_payments,pi_3RqFsTBQ61UuLJWK2FLjkhbK,HnC010011870,803.43,23.6,779.83,USD,1.0
paypal_express,03P19896PX839883N,HnC010011869,0.0,0.0,0.0,Refunded,1.0
stripe_payments,pi_3RqFIZBQ61UuLJWK1fyErU0A,HnC010011868,1784.98,52.06,1732.92,USD,1.0
stripe_payments,pi_3RqF32BQ61UuLJWK2XeSu82j,HnC010011867,281.18,8.45,272.73,USD,1.0
stripe_payments,pi_3RqEuuBQ61UuLJWK2w8HMXD0,HnC010011866,425.28,12.63,412.65,USD,1.0
stripe_payments,pi_3RqEcBLbZ7P2XrWw0IFcKz9C,FE001016522,75.23,2.48,72.75,USD,1.0
stripe_payments,pi_3RqE6WBQ61UuLJWK07bkLm48,HnC010011865,49.75,1.74,48.01,USD,1.0
stripe_payments,pi_3RqDveBQ61UuLJWK29UxGORW,HnC010011864,1033.6,30.27,1003.33,USD,1.0
stripe_payments,pi_3RqDo5BQ61UuLJWK0iRU8A18,HnC010011863,703.36,20.7,682.66,USD,1.0
stripe_payments,pi_3RqDbKLbZ7P2XrWw0NVwEKvr,CEFE000002226,165.62,7.59,158.03,USD,0.71849
paypal_express,4KY1036834841820M,FE001016521,277.45,9.62,267.83,USD,1.0
stripe_payments,pi_3RqDRkLbZ7P2XrWw3Olf3PKN,CEFE000002225,173.85,7.95,165.9,USD,0.71849
stripe_payments,pi_3RqAyFBQ61UuLJWK1ACcFfsB,HnC010011862,631.46,18.61,612.85,USD,1.0
stripe_payments,pi_3Rq612LbZ7P2XrWw0hS8Q0YG,FE001016520,37.91,1.4,36.51,USD,1.0
stripe_payments,pi_3Rq3x5LbZ7P2XrWw0SGcwV2w,CEFE000002223,110.0,5.14,104.86,USD,0.720807
stripe_payments,pi_3Rq2J2BQ61UuLJWK1Bs4b3kW,HnC010011861,60.26,2.05,58.21,USD,1.0
stripe_payments,pi_3Rq1kHBQ61UuLJWK2wOGzxAg,HnC010011859,534.25,15.79,518.46,USD,1.0
stripe_payments,pi_3RpzYLBQ61UuLJWK1PqkXdXQ,HnC010011858,400.75,11.92,388.83,USD,1.0
stripe_payments,pi_3Rpyy5BQ61UuLJWK2dPCCvHy,HnC010011857,1860.77,54.26,1806.51,USD,1.0
stripe_payments,pi_3RpywjBQ61UuLJWK097rD0eH,HnC010011856,305.34,9.15,296.19,USD,1.0
stripe_payments,pi_3RpyhFLbZ7P2XrWw26sumCl6,CEFE000002221,136.52,6.31,130.21,USD,0.720592
stripe_payments,pi_3RpyVvBQ61UuLJWK2Qdu3pOr,HnC010011855,1069.41,31.31,1038.1,USD,1.0
stripe_payments,pi_3RpxaHBQ61UuLJWK0VoSP2xU,HnC010011854,1981.41,57.76,1923.65,USD,1.0
stripe_payments,pi_3RpxYWBQ61UuLJWK1OlEFhFu,HnC010011853,136.47,4.26,132.21,USD,1.0
paypal_express,5YT82098UV956002B,HnC010011852,35.58,1.66,33.92,USD,1.0
stripe_payments,pi_3RpwXuLbZ7P2XrWw3TFKvXTy,FE001016518,160.39,4.95,155.44,USD,1.0
stripe_payments,pi_3RpvhALbZ7P2XrWw25tZdD2v,CEFE000002219,163.73,7.5,156.23,USD,0.721065
stripe_payments,pi_3Rpvb9BQ61UuLJWK21vyFtrm,HnC010011851,692.03,20.37,671.66,USD,1.0
stripe_payments,pi_3RpvXzLbZ7P2XrWw0ip7jLwQ,CEFE000002218,216.2,9.81,206.39,USD,0.721065
stripe_payments,pi_3RpthpLbZ7P2XrWw27X3U9AQ,CEFE000002217,166.14,7.61,158.53,USD,0.721643
stripe,pi_3RptfeLbZ7P2XrWw3L1EML9N,FEUK001000089,264.98,11.96,253.02,USD,1.3259
stripe_payments,pi_3Rpt5RLbZ7P2XrWw2RD5J1lp,CEFE000002216,175.85,8.04,167.81,USD,0.721738
stripe_payments,pi_3RpsvQBQ61UuLJWK036p7ZNQ-refund,HnC010011848,2649.63,77.14,2572.49,USD,1.0
stripe_payments,pi_3Rpsu1LbZ7P2XrWw3vVd6iXT,FE001016517,150.06,4.65,145.41,USD,1.0
stripe_payments,pi_3RpsmuBQ61UuLJWK2KB2UbET,HnC010011847,2331.94,67.93,2264.01,USD,1.0
stripe_payments,pi_3RpsWaLbZ7P2XrWw019Y4PVg,CEFE000002215,76.5,3.67,72.83,USD,0.721685
stripe_payments,pi_3Rps9uLbZ7P2XrWw0BKdPeJT,FE001016516,276.78,8.33,268.45,USD,1.0
stripe_payments,pi_3Rprq4LbZ7P2XrWw1QZPWo1h,FE001016515,361.64,10.79,350.85,USD,1.0
stripe_payments,pi_3RprVeLbZ7P2XrWw3rIGRL2b,FE001016514,141.55,4.4,137.15,USD,1.0
stripe_payments,pi_3RprBKBQ61UuLJWK2xDSn2a5,HnC010011846,146.9,4.56,142.34,USD,1.0
stripe_payments,pi_3Rpq1hLbZ7P2XrWw28oYoIIf,CEFE000002213,102.88,4.83,98.05,USD,0.721685
stripe_payments,pi_3Rppu7BQ61UuLJWK2TJJDPsq,HnC010011845,141.27,4.4,136.87,USD,1.0
stripe_payments,pi_3Rpi0lLbZ7P2XrWw1JvfRhAi,CEFE000002211,330.5,14.84,315.66,USD,0.722865
stripe_payments,pi_3RpfozBQ61UuLJWK0IdAcsUg,HnC010011844,266.8,8.04,258.76,USD,1.0
stripe_payments,pi_3RpVgOBQ61UuLJWK10icsecl,HnC010011842,583.99,17.24,566.75,USD,1.0
stripe_payments,pi_3RpIOYBQ61UuLJWK2t8l1tur,HnC010011840,97.45,3.13,94.32,USD,1.0
paypal_express,5RP39655E70703827,HnC010011839,98.73,3.74,94.99,USD,1.0
stripe_payments,pi_3RpHf6BQ61UuLJWK1pad5PrW-refund,HnC010011838,554.88,16.39,538.49,USD,1.0
stripe_payments,pi_3RpGdNLbZ7P2XrWw1TsemXO5,CEFE000002206,317.96,14.29,303.67,USD,0.722628
stripe_payments,pi_3RpG9OBQ61UuLJWK2mCIbxqr,HnC010011837,126.19,3.96,122.23,USD,1.0
paypal_express,2P865846NG5279910,HnC010011836,333.17,11.45,321.72,USD,1.0
stripe_payments,pi_3RpFSBBQ61UuLJWK0SyXGQH9,HnC010011835,1017.52,29.81,987.71,USD,1.0
stripe_payments,pi_3RpCfuLbZ7P2XrWw1RNOwgXk,CEFE000002205,417.38,18.66,398.72,USD,0.722628
paypal_express,9ER92960SC209745N,HnC010011834,114.14,4.25,109.89,USD,1.0
stripe_payments,pi_3RpB38LbZ7P2XrWw3zyUjH6A,CEFE000002204,74.16,3.56,70.6,USD,0.722628
stripe_payments,pi_3RpADABQ61UuLJWK2d2LrrzI-refund,HnC010011833,99.47,3.18,96.29,USD,1.0
stripe_payments,pi_3Rp8O1BQ61UuLJWK0vzWvITx,HnC010011832,159.34,4.92,154.42,USD,1.0
stripe_payments,pi_3Rp7N2LbZ7P2XrWw2s1xNux5,FE001016508,83.01,2.71,80.3,USD,1.0
paypal_express,35A88261M08208135,HnC010011831,152.83,5.52,147.31,USD,1.0
stripe_payments,pi_3RoxkuBQ61UuLJWK0bLHGCH6,HnC010011830,202.88,6.18,196.7,USD,1.0
stripe_payments,pi_3RovSQBQ61UuLJWK2cfDf18X,HnC010011828,605.79,17.87,587.92,USD,1.0
stripe_payments,pi_3RouH2BQ61UuLJWK1blByx6a,HnC010011827,81.83,2.67,79.16,USD,1.0
stripe_payments,pi_3RotjLBQ61UuLJWK0lg6R40I-refund,HnC010011825,501.49,14.84,486.65,USD,1.0
stripe_payments,pi_3RotQFBQ61UuLJWK2vbNJUkC-refund,HnC010011824,854.46,25.08,829.38,USD,1.0
stripe_payments,pi_3RosoLLbZ7P2XrWw0jfCHeAi,FE001016507,210.84,6.41,204.43,USD,1.0
stripe_payments,pi_3RosivLbZ7P2XrWw3exl00OK,CEFE000002203,212.07,9.63,202.44,USD,0.722528
stripe_payments,pi_3RorhuLbZ7P2XrWw2aoRuDrE,CEFE000002202,189.11,8.62,180.49,USD,0.722095
stripe_payments,pi_3RorgOBQ61UuLJWK0CmverE5,HnC010011823,557.65,16.47,541.18,USD,1.0
stripe_payments,pi_3RorHUBQ61UuLJWK2jBbo1nw,HnC010011822,426.56,12.67,413.89,USD,1.0
stripe_payments,pi_3RoqjqLbZ7P2XrWw2u3RHvU9,FE001016506,131.96,4.13,127.83,USD,1.0
stripe_payments,pi_3RoqUqLbZ7P2XrWw2uwDraAY,FE001016505,327.31,9.79,317.52,USD,1.0
stripe_payments,pi_3RoqB9BQ61UuLJWK2XQRYNKq,HnC010011820,545.23,16.11,529.12,USD,1.0
stripe_payments,pi_3Roq7aLbZ7P2XrWw3gty45x3,CEFE000002201,97.47,4.59,92.88,USD,0.721974
stripe_payments,pi_3Roq1SBQ61UuLJWK2d3r3Pol,HnC010011819,370.57,11.05,359.52,USD,1.0
stripe_payments,pi_3RopvcLbZ7P2XrWw1URbfOmm,FE001016504,427.93,12.71,415.22,USD,1.0
stripe_payments,pi_3RopczBQ61UuLJWK2XJxGZKr,HnC010011818,367.66,10.96,356.7,USD,1.0
stripe_payments,pi_3Ropa1BQ61UuLJWK1j0xYz0Z,HnC010011816,1597.38,46.62,1550.76,USD,1.0
stripe_payments,pi_3RoncgLbZ7P2XrWw2t0TMUvK,FE001016503,205.36,6.26,199.1,USD,1.0
stripe_payments,pi_3RonTuLbZ7P2XrWw09LKIYVG,FE001016502,93.65,3.02,90.63,USD,1.0
paypal_express,66C329396C2143816,FE001016501,88.11,3.39,84.72,USD,1.0
stripe_payments,pi_3Ron0fLbZ7P2XrWw2xlRFQS3,CEFE000002199,136.6,6.31,130.29,USD,0.722591
stripe_payments,pi_3RomzELbZ7P2XrWw1pN5K8OT,FE001016500,148.8,4.62,144.18,USD,1.0
stripe_payments,pi_3Romw5LbZ7P2XrWw0gTQaSJn,FE001016499,148.8,4.62,144.18,USD,1.0
stripe_payments,pi_3RomppBQ61UuLJWK0yqJbbif,HnC010011815,271.07,8.16,262.91,USD,1.0
stripe_payments,pi_3RokpPBQ61UuLJWK2ikBOTxZ,HnC010011813,449.11,13.32,435.79,USD,1.0
stripe_payments,pi_3RoekhLbZ7P2XrWw0F7LPSwE,FE001016496,192.69,5.89,186.8,USD,1.0
stripe_payments,pi_3RoasgBQ61UuLJWK1fryqgG0-refund,HnC010011812,156.29,4.83,151.46,USD,1.0
stripe_payments,pi_3RoYcbBQ61UuLJWK0BFuJxGe,HnC010011810,403.24,11.99,391.25,USD,1.0
stripe_payments,pi_3RoYWbBQ61UuLJWK1BZ2uJGH,HnC010011809,102.82,3.28,99.54,USD,1.0
stripe_payments,pi_3RoXqiLbZ7P2XrWw3yKhFYLj,CEFE000002198,145.15,6.69,138.46,USD,0.725556
stripe_payments,pi_3RoXqKBQ61UuLJWK26NaC2Kz,HnC010011807,720.29,21.19,699.1,USD,1.0
stripe_payments_invoice,pi_3RoWC9BQ61UuLJWK0LGaQQBk,HnC010011805,696.35,30.94,665.41,USD,1.0
stripe_payments,pi_3RoVenLbZ7P2XrWw0XDOM7rl,CEFE000002197,488.48,21.79,466.69,USD,0.725679
stripe_payments,pi_3RoVNbCyhgPTsSxt1ed4gaTc,WTB000010119,106.3,3.38,102.92,USD,1.0
stripe_payments,pi_3RoVILLbZ7P2XrWw0vC02rov,CEFE000002196,271.68,12.25,259.43,USD,0.725785
stripe_payments,pi_3RoUxULbZ7P2XrWw1dwGnuSt,CEFE000002195,240.74,10.89,229.85,USD,0.725785
stripe_payments,pi_3RoTNKLbZ7P2XrWw1fdP2wvq,CEFE000002194,281.22,12.67,268.55,USD,0.725966
stripe_payments,pi_3RoTMdKBRFHIrdpE0FzNLGnr,HnK001018975,270.27,8.14,262.13,USD,1.0
stripe_payments,pi_3RoTFJLbZ7P2XrWw0HDUKWu3,CEFE000002193,961.35,42.6,918.75,USD,0.725966
stripe_payments,pi_3RoTBeLbZ7P2XrWw3UdBx0Se,FE001016494,458.73,13.6,445.13,USD,1.0
stripe_payments,pi_3RoT6hBQ61UuLJWK1G7UmBOg,HnC010011796,264.87,7.98,256.89,USD,1.0
stripe_payments,pi_3RoT5JLbZ7P2XrWw0ZRb8Q2d,FE001016493,960.28,28.15,932.13,USD,1.0
stripe_payments,pi_3RoT49KBRFHIrdpE0DA4Oo3X,HnK001018974,263.52,7.94,255.58,USD,1.0
stripe_payments,pi_3RoSyxBQ61UuLJWK1R8tarPR,HnC010011794,121.41,3.82,117.59,USD,1.0
stripe_payments,pi_3RoSxuBQ61UuLJWK26xmsyzy,HnC010011795,278.92,8.39,270.53,USD,1.0
paypal_express,5BJ97529KN173124X,HnK001018971,403.3,13.76,389.54,USD,1.0
stripe_payments,pi_3RoSnGKBRFHIrdpE0vhwnv1O-refund,HnK001018972,259.83,7.84,251.99,USD,1.0
stripe_payments,pi_3RoSnBBQ61UuLJWK0D43s3DP,HnC010011793,87.46,2.84,84.62,USD,1.0
stripe_payments,pi_3RoSb9KBRFHIrdpE0XOiNdml,HnK001018969,332.04,9.93,322.11,USD,1.0
paypal_express,2Y725943FA2048414,HnK001018965,982.01,32.8,949.21,USD,1.0
stripe_payments,pi_3RoSXcKBRFHIrdpE0L52U0RP,HnK001018968,332.39,9.94,322.45,USD,1.0
paypal_express,4A289786UX6990848,HnK001018966,269.56,9.36,260.2,USD,1.0
stripe_payments,pi_3RoSSAKBRFHIrdpE1p1a3QdB-refund,HnK001018964,217.4,6.6,210.8,USD,1.0
stripe_payments,pi_3RoS7bKBRFHIrdpE1Y4b2Eql,HnK001018958,23.88,0.99,22.89,USD,1.0
stripe_payments,pi_3RoRVBBQ61UuLJWK0PyLGsUn,HnC010011789,235.25,7.12,228.13,USD,1.0
stripe_payments,pi_3RoRSuBQ61UuLJWK0OZs6eEU,HnC010011788,231.05,7.0,224.05,USD,1.0
stripe_payments,pi_3RoRRVKBRFHIrdpE1Phi9BA8,HnK001018956,191.49,5.85,185.64,USD,1.0
stripe_payments,pi_3RoRQcKBRFHIrdpE0eAqyQ3p,HnK001018955,258.77,7.8,250.97,USD,1.0
stripe_payments,pi_3RoRQDKBRFHIrdpE1aORt03Y,HnK001018954,173.36,5.33,168.03,USD,1.0
stripe,pi_3RoRP5LbZ7P2XrWw1PESSReW,FEUK001000088,162.61,7.45,155.16,USD,1.34043
stripe_payments,pi_3RoRNAKBRFHIrdpE18P0DPBr-refund,HnK001018953,42.06,1.52,40.54,USD,1.0
stripe_payments,pi_3RoRJwKBRFHIrdpE1HOHdjQp,HnK001018952,326.34,9.76,316.58,USD,1.0
stripe_payments,pi_3RoREHKBRFHIrdpE1vvAiKT2,HnK001018951,87.58,2.84,84.74,USD,1.0
stripe_payments,pi_3RoRBnBQ61UuLJWK1sYdQm50,HnC010011787,146.36,4.54,141.82,USD,1.0
paypal_express,70X41570J51708249,HnK001018950,138.43,5.04,133.39,USD,1.0
stripe_payments,pi_3RoR59KBRFHIrdpE1u8exUoR,HnK001018949,50.38,1.76,48.62,USD,1.0
stripe_payments,pi_3RoR0eLbZ7P2XrWw3rm2Tpd3,CEFE000002190,493.98,22.04,471.94,USD,0.726856
stripe_payments,pi_3RoQuBLbZ7P2XrWw0QukJ05P,CEFE000002189,621.79,27.66,594.13,USD,0.726856
stripe_payments,pi_3RoQoTBQ61UuLJWK2ESNhfrh,HnC010011786,155.22,7.13,148.09,USD,1.0
stripe_payments,pi_3RoQgwBQ61UuLJWK1bitRKgR,HnC010011784,289.11,8.68,280.43,USD,1.0
stripe_payments,pi_3RoQAnBQ61UuLJWK1pku9leX,HnC010011783,1569.46,45.81,1523.65,USD,1.0
stripe_payments,pi_3RoPt9BQ61UuLJWK2j6ByeAN,HnC010011782,372.8,11.11,361.69,USD,1.0
stripe_payments,pi_3RoPfwKBRFHIrdpE0djnJUw7,HnK001018947,169.44,5.21,164.23,USD,1.0
stripe_payments,pi_3RoPe5LbZ7P2XrWw3WDmIfRd,CEFE000002186,132.91,6.15,126.76,USD,0.726958
stripe_payments,pi_3RoPVAKBRFHIrdpE1k49QOTY,HnK001018946,275.95,8.3,267.65,USD,1.0
stripe_payments,pi_3RoPQLBQ61UuLJWK2VVw2OQD,HnC010011781,1235.35,36.13,1199.22,USD,1.0
paypal_express,1T808705C7659512N,HnK001018945,227.88,7.99,219.89,USD,1.0
stripe_payments,pi_3RoOQPLbZ7P2XrWw09SHs84v,CEFE000002185,231.39,10.48,220.91,USD,0.727353
stripe_payments,pi_3RoOM9KBRFHIrdpE0jqvZXAp,HnK001018944,219.28,6.66,212.62,USD,1.0
stripe_payments,pi_3RoO5kKBRFHIrdpE0BeOndau,HnK001018943,170.12,5.23,164.89,USD,1.0
stripe_payments,pi_3RoO1jKBRFHIrdpE0OrXohQK,HnK001018942,229.57,6.96,222.61,USD,1.0
stripe_payments,pi_3RoNbTBQ61UuLJWK0d5UdkQu,HnC010011780,520.15,15.38,504.77,USD,1.0
paypal_express,5UY1179794922434Y,HnK001018940,165.94,5.95,159.99,USD,1.0
stripe_payments,pi_3RoJOCKBRFHIrdpE1MtTkBi0-refund,HnK001018939,108.59,3.45,105.14,USD,1.0
paypal_express,8FP05770ML372623E,HnK001018938,119.68,4.43,115.25,USD,1.0
stripe_payments,pi_3RoHnfKBRFHIrdpE0X0ymtNh-refund,HnK001018937,141.16,4.39,136.77,USD,1.0
paypal_express,28T92785A4982182N,HnK001018936,203.36,7.18,196.18,USD,1.0
paypal_express,5XW48552YN355820B,HnK001018935,204.5,7.22,197.28,USD,1.0
paypal_express,4PW615427A542582W,HnK001018934,185.48,6.59,178.89,USD,1.0
paypal_express,0P659017ND343220K,HnK001018933,88.87,3.41,85.46,USD,1.0
stripe_payments,pi_3RoGAiKBRFHIrdpE1G43Sqit,HnK001018932,103.04,3.29,99.75,USD,1.0
paypal_express,9YN78919A7332345C,HnK001018931,93.87,3.58,90.29,USD,1.0
stripe_payments,pi_3RoFb5KBRFHIrdpE0mss9zQW,HnK001018930,359.78,10.73,349.05,USD,1.0
stripe_payments,pi_3RoFLcLbZ7P2XrWw3F6Li8Sg,FE001016490,71.87,2.38,69.49,USD,1.0
stripe_payments,pi_3RoEfPLbZ7P2XrWw2MaVfWkf,CEFE000002184,159.23,7.31,151.92,USD,0.727609
paypal_express,0M292919RE7677811,HnK001018928,115.25,4.28,110.97,USD,1.0
stripe_payments,pi_3RoEYKKBRFHIrdpE03M4rydL,HnK001018929,154.31,4.77,149.54,USD,1.0
stripe_payments,pi_3RoECdKBRFHIrdpE1KAcLZbR,HnK001018926,141.69,4.41,137.28,USD,1.0
stripe_payments,pi_3RoE8yBQ61UuLJWK1xDpQMon,HnC010011778,418.48,12.44,406.04,USD,1.0
stripe_payments,pi_3RoE27KBRFHIrdpE1RSo4mfm,HnK001018925,174.77,5.37,169.4,USD,1.0
stripe_payments,pi_3RoDZPKBRFHIrdpE1QG9mv39,HnK001018924,39.01,1.43,37.58,USD,1.0
stripe_payments,pi_3RoDX2BQ61UuLJWK1xYPWCkf,HnC010011777,212.77,6.47,206.3,USD,1.0
paypal_express,80U65421A3505891G,HnK001018923,258.04,8.98,249.06,USD,1.0
paypal_express,9XB24346RA498534J,HnK001018922,101.29,3.82,97.47,USD,1.0
paypal_express,44058485AS258024B,HnK001018921,66.81,2.69,64.12,USD,1.0
stripe_payments,pi_3RoCwsKBRFHIrdpE1eXyw6JA,HnK001018920,144.0,4.48,139.52,USD,1.0
stripe_payments,pi_3RoCuqKBRFHIrdpE17NJuVSk,HnK001018919,182.05,5.58,176.47,USD,1.0
paypal_express,1XC05572FN4444244,HnK001018918,258.32,8.99,249.33,USD,1.0
stripe_payments,pi_3RoCZeKBRFHIrdpE0VYhw7fv,HnK001018917,170.65,7.81,162.84,USD,1.0
stripe_payments,pi_3RoCVrKBRFHIrdpE1j6sYo8c,HnK001018916,298.32,8.95,289.37,USD,1.0
stripe_payments,pi_3RoBXEKBRFHIrdpE0gNhcBLG-refund,HnK001018915,55.37,1.91,53.46,USD,1.0
stripe_payments,pi_3RoAxeKBRFHIrdpE0qip84gK,HnK001018912,103.32,3.3,100.02,USD,1.0
stripe_payments,pi_3RoAPnBQ61UuLJWK2Qjt66hU,HnC010011775,120.97,3.81,117.16,USD,1.0
stripe_payments,pi_3RoAB9KBRFHIrdpE04BzMkoR,HnK001018911,191.13,5.84,185.29,USD,1.0
stripe_payments,pi_3Ro9tiKBRFHIrdpE0Rc0P1lQ,HnK001018909,205.6,6.26,199.34,USD,1.0
paypal_express,7U007377DG9910814,HnK001018908,93.08,3.55,89.53,USD,1.0
stripe_payments,pi_3Ro9rfLbZ7P2XrWw3B3Q2pNo,CEFE000002182,108.94,5.09,103.85,USD,0.728172
stripe_payments,pi_3Ro9cCKBRFHIrdpE1rgXdLgH-refund,HnK001018906,101.99,3.26,98.73,USD,1.0
paypal_express,5J515688F3560924X,HnK001018907,149.78,5.42,144.36,USD,1.0
paypal_express,19G67915DK169522T,HnK001018905,291.95,10.1,281.85,USD,1.0
stripe_payments,pi_3Ro9MMKBRFHIrdpE1zSqdM0m,HnK001018904,151.51,4.69,146.82,USD,1.0
stripe_payments,pi_3Ro97ZKBRFHIrdpE1Jwm5UUR,HnK001018903,821.7,24.13,797.57,USD,1.0
stripe_payments,pi_3Ro8y9KBRFHIrdpE1pP5kHlY,HnK001018901,173.81,5.34,168.47,USD,1.0
stripe_payments,pi_3Ro8oKBQ61UuLJWK2hvFNCt7,HnC010011774,113.93,3.6,110.33,USD,1.0
stripe_payments,pi_3Ro8mJBQ61UuLJWK1b1wTmhY,HnC010011773,251.29,7.59,243.7,USD,1.0
stripe_payments,pi_3Ro8YrKBRFHIrdpE1GwQIc5U,HnK001018899,79.34,2.6,76.74,USD,1.0
stripe_payments,pi_3Ro8XzCyhgPTsSxt1VkgmVEC,WTB000010118,82.9,2.46,80.44,USD,1.0
stripe,pi_3Ro8WhLbZ7P2XrWw0OfspX7w,FEUK001000087,361.8,16.22,345.58,USD,1.34427
