Order Number,Purchased on,Total Purchased,Subtotal Purchased,Tax,Shipping,Discount,Vendor Amount,Vendor Subtotal,Vendor Shipping,Vendor Name,Payment Method,Payment Transaction ID
FE001016585,2025-08-06 19:29:15,519.51,509.52,0.00,9.99,0.00,447.7800,431.7900,15.9900,AllPoints,stripe_payments,pi_3RtD1RLbZ7P2XrWw0LBXtXXe
HnC010012026,2025-08-06 19:16:14,442.70,364.06,29.12,49.52,0.00,330.3000,319.3500,10.9500,Encompass,stripe_payments,pi_3RtCoqBQ61UuLJWK1N1BzYom-refund
HnC010012025,2025-08-06 19:11:16,668.11,589.15,44.19,34.77,0.00,545.2500,508.8500,36.4000,Neuco,stripe_payments,pi_3RtCjzBQ61UuLJWK2EgTzwPD-refund
CEFE000002300,2025-08-06 19:04:59,580.19,539.19,0.00,41.00,0.00,317.5200,288.5300,28.9900,AllPoints,stripe_payments,pi_3RtCdxLbZ7P2XrWw32jHfNku
CEFE000002299,2025-08-06 18:29:37,162.93,128.35,0.00,41.00,-6.42,95.9500,66.9600,28.9900,AllPoints,stripe_payments,pi_3RtC5iLbZ7P2XrWw3jGfwlvF
FE001016584,2025-08-06 18:25:59,1140.40,1003.83,86.58,49.99,0.00,929.5400,880.5500,48.9900,AllPoints,stripe_payments,pi_3RtC2DLbZ7P2XrWw3qpY5FG3
HnC010012024,2025-08-06 18:10:27,103.28,73.50,5.15,24.63,0.00,61.1200,48.1200,13.0000,Neuco,stripe_payments,pi_3RtBnCBQ61UuLJWK2bui6Ze8
HnC010012023,2025-08-06 17:56:29,206.34,145.99,9.42,50.93,0.00,149.8600,114.6200,35.2400,Neuco,stripe_payments,pi_3RtBZfBQ61UuLJWK0pyP0hy7
HnC010012022,2025-08-06 17:26:01,6737.55,5335.90,480.23,921.42,0.00,4500.0000,4500.0000,0.0000,Neuco,stripe_payments,pi_3RtB63BQ61UuLJWK2vm3iplq-refund
HnC010012021,2025-08-06 17:14:56,203.42,161.06,15.14,27.22,0.00,171.8900,133.0500,38.8400,Neuco,stripe_payments,pi_3RtAvRBQ61UuLJWK1ZmL4osM
CEFE000002297,2025-08-06 16:47:23,172.82,131.82,0.00,41.00,0.00,87.5200,58.5300,28.9900,AllPoints,stripe_payments,pi_3RtAUnLbZ7P2XrWw3DB3kaVU
HnC010012020,2025-08-06 16:46:46,1145.93,1036.16,68.65,41.12,0.00,906.0200,872.8500,33.1700,Neuco,stripe_payments,pi_3RtAUCBQ61UuLJWK2k5wVyEU
CEFE000002296,2025-08-06 16:26:04,655.28,614.28,0.00,41.00,0.00,360.6900,331.7000,28.9900,AllPoints,stripe_payments,pi_3RtAAALbZ7P2XrWw3VBIi60i
HnC010012019,2025-08-06 16:24:38,68.53,39.16,2.49,26.88,0.00,40.9700,27.9700,13.0000,Neuco,stripe_payments,pi_3RtA8mBQ61UuLJWK0XrZTuYz
HnC010012018,2025-08-06 16:19:45,205.51,162.36,14.41,28.74,0.00,163.0000,129.0000,34.0000,Neuco,stripe_payments,pi_3RtA43BQ61UuLJWK2mkpJbqk
FE001016583,2025-08-06 15:58:29,865.21,752.74,62.48,49.99,0.00,709.2900,660.3000,48.9900,AllPoints,stripe_payments,pi_3Rt9jTLbZ7P2XrWw0i2nOCGU
CEFE000002295,2025-08-06 15:29:28,206.04,165.04,0.00,41.00,0.00,102.2700,73.2800,28.9900,AllPoints,stripe_payments,pi_3Rt9HOLbZ7P2XrWw11R1fPKK
CEFE000002294,2025-08-06 15:13:07,187.95,146.95,0.00,41.00,0.00,105.6500,76.6600,28.9900,AllPoints,stripe_payments,pi_3Rt91ZLbZ7P2XrWw3poxhBrN
FE001016582,2025-08-06 14:38:08,138.86,80.79,8.08,49.99,0.00,117.4600,68.4700,48.9900,AllPoints,stripe_payments,pi_3Rt8TiLbZ7P2XrWw3k3HnM8R
CEFE000002293,2025-08-06 14:36:27,56.50,15.50,0.00,41.00,0.00,33.8100,4.8200,28.9900,AllPoints,stripe_payments,pi_3Rt8S5LbZ7P2XrWw1QLZlGlk
CEFE000002292,2025-08-06 14:34:43,1676.95,1635.95,0.00,41.00,0.00,882.4400,853.4500,28.9900,AllPoints,stripe_payments,pi_3Rt8QPLbZ7P2XrWw2tkReJXe
HnC010012016,2025-08-06 14:07:57,258.24,214.74,16.11,27.39,0.00,199.7800,181.9800,17.8000,Neuco,stripe_payments,pi_3Rt80VBQ61UuLJWK1PAFk6GV
CEFE000002291,2025-08-06 13:43:16,110.46,69.46,0.00,41.00,0.00,59.8300,30.8400,28.9900,AllPoints,stripe_payments,pi_3Rt7ccLbZ7P2XrWw3jXIfAav
HnC010012015,2025-08-06 12:48:47,1066.83,884.88,53.09,128.86,0.00,847.6700,746.8100,100.8600,Neuco,stripe_payments,pi_3Rt6ltBQ61UuLJWK26D8S6ll
HnC010012014,2025-08-06 12:47:02,217.03,174.01,10.44,32.58,0.00,158.4200,147.4700,10.9500,Encompass,paypal_express,9BM07059NX210960G
CEFE000002290,2025-08-06 12:17:09,169.86,128.86,0.00,41.00,0.00,86.2000,57.2100,28.9900,AllPoints,stripe_payments,pi_3Rt6HGLbZ7P2XrWw2CsPTjXK
HnC010012013,2025-08-06 11:49:28,572.75,511.40,33.24,28.11,0.00,459.5500,448.6000,10.9500,Encompass,stripe_payments,pi_3Rt5qUBQ61UuLJWK0wCd85ny
CEFE000002288,2025-08-06 03:16:05,111.70,70.70,0.00,41.00,0.00,60.3800,31.3900,28.9900,AllPoints,stripe_payments,pi_3RsxpfLbZ7P2XrWw0Wg72p3g
HnC010012012,2025-08-06 01:24:02,435.63,382.25,26.76,26.62,0.00,346.2600,335.3100,10.9500,Encompass,stripe_payments,pi_3Rsw5EBQ61UuLJWK1CPYSx1U
HnC010012011,2025-08-06 00:16:13,693.31,574.56,34.47,84.28,0.00,532.5000,484.0000,48.5000,Neuco,stripe_payments,pi_3Rsv1aBQ61UuLJWK2NJFd11U
FE001016581,2025-08-06 00:14:27,114.39,104.40,0.00,9.99,0.00,93.6400,77.6500,15.9900,AllPoints,stripe_payments,pi_3RsuzsLbZ7P2XrWw3nzEXKIm
FE001016580,2025-08-05 23:58:32,206.27,188.47,17.23,9.99,-9.42,175.7100,159.7200,15.9900,AllPoints,stripe_payments,pi_3RsukULbZ7P2XrWw2pBtTuyN
HnC010012010,2025-08-05 23:57:52,349.61,213.96,17.12,118.53,0.00,248.4600,167.9800,80.4800,Neuco,stripe_payments,pi_3RsujqBQ61UuLJWK0iKDBHKn
CEFE000002287,2025-08-05 23:57:31,314.64,273.64,0.00,41.00,0.00,171.7400,142.7500,28.9900,AllPoints,stripe_payments,pi_3RsujVLbZ7P2XrWw1P9UlYuw
HnC010012009,2025-08-05 23:49:19,181.69,83.56,7.83,90.30,0.00,105.9200,68.8700,37.0500,Neuco,stripe_payments,pi_3RsubYBQ61UuLJWK1zayG7pF
HnC010012008,2025-08-05 23:48:57,154.48,117.11,9.37,28.00,0.00,116.7500,95.7300,21.0200,Neuco,stripe_payments,pi_3RsubDBQ61UuLJWK1iBrvTV7
CEFE000002286,2025-08-05 23:44:50,158.31,117.31,0.00,41.00,0.00,90.1900,61.2000,28.9900,AllPoints,stripe_payments,pi_3RsuXELbZ7P2XrWw04aKbsxG
CEFE000002285,2025-08-05 21:54:54,160.98,119.98,0.00,41.00,0.00,91.5800,62.5900,28.9900,AllPoints,stripe_payments,pi_3RssoqLbZ7P2XrWw1TSK0ngO
HnC010012007,2025-08-05 21:43:38,142.33,69.68,4.88,67.77,0.00,94.9100,56.9600,37.9500,Neuco,stripe_payments,pi_3RssdwBQ61UuLJWK2qphhv5t
CEFE000002284,2025-08-05 21:18:30,256.72,215.72,0.00,41.00,0.00,100.8900,71.9000,28.9900,AllPoints,stripe_payments,pi_3RssFbLbZ7P2XrWw2g3QEAy2
HnC010012006,2025-08-05 20:55:48,432.50,277.95,22.93,131.62,0.00,327.6300,231.1800,96.4500,Neuco,stripe_payments,pi_3RsrtcBQ61UuLJWK2hhGJxfr
HnC010012005,2025-08-05 20:37:47,685.81,605.41,36.32,44.08,0.00,563.1300,522.8900,40.2400,Neuco,stripe_payments,pi_3RsrcDBQ61UuLJWK2B1f5eMc
FE001016579,2025-08-05 20:31:50,173.25,162.90,8.51,9.99,-8.15,155.7100,139.7200,15.9900,AllPoints,stripe_payments,pi_3RsrWSLbZ7P2XrWw14h9wP8s
CEFE000002283,2025-08-05 20:09:12,87.74,46.74,0.00,41.00,0.00,49.7400,20.7500,28.9900,AllPoints,stripe_payments,pi_3RsrAXLbZ7P2XrWw04lnaupT
HnC010012004,2025-08-05 19:56:18,609.22,529.68,52.17,27.37,0.00,232.4600,192.0000,40.4600,Neuco,stripe_payments,pi_3Rsqy4BQ61UuLJWK2lDRwNG8
CEFE000002282,2025-08-05 19:35:21,416.74,375.74,0.00,41.00,0.00,225.0100,196.0200,28.9900,AllPoints,stripe_payments,pi_3RsqdmLbZ7P2XrWw3UGiXCIq
HnC010012003,2025-08-05 19:16:08,772.94,744.20,0.00,28.74,0.00,629.0000,604.8000,24.2000,Neuco,stripe_payments,pi_3RsqLCBQ61UuLJWK2GiU49Ee
CEFE000002281,2025-08-05 18:34:30,232.36,191.36,0.00,41.00,0.00,113.9500,84.9600,28.9900,AllPoints,stripe_payments,pi_3RspguLbZ7P2XrWw0HwzPrKU
FE001016578,2025-08-05 18:16:54,179.00,119.45,9.56,49.99,0.00,150.2200,101.2300,48.9900,AllPoints,stripe_payments,pi_3RspPrLbZ7P2XrWw2AQlSbIx
FE001016577,2025-08-05 18:11:54,256.92,229.17,17.76,9.99,0.00,210.2000,194.2100,15.9900,AllPoints,stripe_payments,pi_3RspL1LbZ7P2XrWw33NJfNul
CEFE000002280,2025-08-05 17:50:25,494.46,453.46,0.00,41.00,0.00,230.3100,201.3200,28.9900,AllPoints,stripe_payments,pi_3Rsp0FLbZ7P2XrWw3VHqCZgJ
HnC010012002,2025-08-05 17:47:39,195.35,62.92,5.51,126.92,0.00,119.3600,51.5400,67.8200,Neuco,stripe_payments,pi_3RsoxZBQ61UuLJWK2Vp3a5ZJ
CEFE000002279,2025-08-05 17:37:29,606.06,565.06,0.00,41.00,0.00,312.2600,283.2700,28.9900,AllPoints,stripe_payments,pi_3RsonjLbZ7P2XrWw0XBhrynI
HnC010012001,2025-08-05 17:36:03,74.13,39.09,2.15,32.89,0.00,57.3200,26.9300,30.3900,Neuco,stripe_payments,pi_3RsomLBQ61UuLJWK0kEatwhR
FE001016576,2025-08-05 17:24:54,138.13,116.76,11.38,9.99,0.00,114.9400,98.9500,15.9900,AllPoints,stripe_payments,pi_3RsobYLbZ7P2XrWw3kfX1HWq
CEFE000002278,2025-08-05 17:14:02,74.69,33.69,0.00,41.00,0.00,39.4600,10.4700,28.9900,AllPoints,stripe_payments,pi_3RsoR2LbZ7P2XrWw2zSk3fPJ
HnC010012000,2025-08-05 15:57:21,207.06,179.69,0.00,27.37,0.00,166.1200,146.8800,19.2400,Neuco,stripe_payments,pi_3RsnEpBQ61UuLJWK2DGuPjS2
HnC010011999,2025-08-05 15:51:56,272.80,213.67,18.06,41.07,0.00,192.0300,181.0800,10.9500,Encompass,stripe_payments,pi_3Rsn9ZBQ61UuLJWK1Q6uEE7Q
FE001016575,2025-08-05 15:12:52,296.96,228.41,18.56,49.99,0.00,249.3500,200.3600,48.9900,AllPoints,stripe_payments,pi_3RsmXmLbZ7P2XrWw0pTCu6DE
FE001016574,2025-08-05 15:06:53,183.15,160.33,12.83,9.99,0.00,151.8600,135.8700,15.9900,AllPoints,stripe_payments,pi_3RsmRzLbZ7P2XrWw1dVIU5Yn
HnC010011998,2025-08-05 15:00:51,189.16,49.73,3.92,135.51,0.00,130.9800,34.2800,96.7000,Neuco,stripe_payments,pi_3RsmM9BQ61UuLJWK0tWbL8MW
HnC010011997,2025-08-05 14:48:39,461.56,396.41,34.19,30.96,0.00,350.9700,322.1600,28.8100,Neuco,stripe_payments,pi_3RsmALBQ61UuLJWK0YYJf4P8
CEFE000002277,2025-08-05 14:35:41,211.22,170.22,0.00,41.00,0.00,104.5600,75.5700,28.9900,AllPoints,stripe_payments,pi_3RslxnLbZ7P2XrWw2S9IqtJ5
HnC010011995,2025-08-05 12:48:55,666.34,561.02,62.83,42.49,0.00,492.4500,330.6600,161.7900,Neuco,stripe_payments,pi_3RskITBQ61UuLJWK1pYmc8cT
HnC010011994,2025-08-05 12:05:17,1936.28,1790.39,107.42,38.47,0.00,1643.5900,1598.5600,45.0300,Neuco,stripe_payments,pi_3RsjcGBQ61UuLJWK1eMOySG1-refund
HnC010011993,2025-08-05 10:22:18,628.27,537.57,53.76,36.94,0.00,437.8700,437.8700,0.0000,Neuco,stripe_payments,pi_3Rsi0aBQ61UuLJWK15uQlUSA-refund
CEFE000002276,2025-08-05 05:04:30,288.05,247.05,0.00,41.00,0.00,119.4100,90.4200,28.9900,AllPoints,stripe_payments,pi_3Rsd32LbZ7P2XrWw0Ue15Nrc
CEFE000002275,2025-08-05 01:35:00,185.99,144.99,0.00,41.00,0.00,104.6300,75.6400,28.9900,AllPoints,stripe_payments,pi_3RsZmILbZ7P2XrWw0reyctfZ
CEFE000002274,2025-08-05 00:40:36,558.60,517.60,0.00,41.00,0.00,299.0100,270.0200,28.9900,AllPoints,stripe_payments,pi_3RsYvXLbZ7P2XrWw32Qbj3v9
CEFE000002273,2025-08-05 00:36:52,52.23,11.23,0.00,41.00,0.00,32.4800,3.4900,28.9900,AllPoints,stripe_payments,pi_3RsYs2LbZ7P2XrWw17O1jSVV
FE001016573,2025-08-04 23:55:02,16.88,6.38,0.51,9.99,0.00,19.1800,3.1900,15.9900,AllPoints,stripe_payments,pi_3RsYDYLbZ7P2XrWw0QpXTy9J
FE001016572,2025-08-04 22:58:12,392.19,322.83,19.37,49.99,0.00,332.1700,283.1800,48.9900,AllPoints,stripe_payments,pi_3RsXKYLbZ7P2XrWw1x3xkTiB
HnC010011992,2025-08-04 22:13:13,151.32,106.53,7.46,37.33,0.00,104.1400,87.2300,16.9100,Neuco,stripe_payments,pi_3RsWd1BQ61UuLJWK0Tby8oLs
HnC010011991,2025-08-04 21:29:21,742.93,577.92,46.23,118.78,0.00,600.2400,506.9500,93.2900,Neuco,stripe_payments,pi_3RsVwZBQ61UuLJWK0hhd2OPa
HnC010011990,2025-08-04 21:10:23,60.65,24.96,1.55,34.14,0.00,28.7800,17.8300,10.9500,Encompass,stripe_payments,pi_3RsVeEBQ61UuLJWK22i4G6Mz
CEFE000002272,2025-08-04 20:29:20,370.95,329.95,0.00,41.00,0.00,201.1200,172.1300,28.9900,AllPoints,stripe_payments,pi_3RsV0TLbZ7P2XrWw1FFDaO74
HnC010011989,2025-08-04 20:25:28,156.14,49.35,3.45,103.34,0.00,70.5100,34.0000,36.5100,Neuco,stripe_payments,pi_3RsUwjBQ61UuLJWK1LfTbski
FE001016569,2025-08-04 19:11:52,98.31,81.21,7.11,9.99,0.00,84.8100,68.8200,15.9900,AllPoints,stripe_payments,pi_3RsTnWLbZ7P2XrWw0P5EXJGH
HnC010011987,2025-08-04 19:09:23,124.45,62.86,4.16,57.43,0.00,84.5100,51.3800,33.1300,Neuco,stripe_payments,pi_3RsTl6BQ61UuLJWK1cIHIi9f
FE001016568,2025-08-04 18:56:06,1454.52,1342.12,112.40,0.00,0.00,1214.3100,1198.3200,15.9900,AllPoints,stripe_payments,pi_3RsTY8LbZ7P2XrWw20umT8bu
HnC010011985,2025-08-04 18:52:26,147.48,90.20,6.31,50.97,0.00,98.6200,71.3400,27.2800,Neuco,stripe_payments,pi_3RsTUjBQ61UuLJWK2yXWjvl4
HnC010011984,2025-08-04 18:29:32,669.45,574.63,35.91,58.91,0.00,527.4200,504.0600,23.3600,Metropac,stripe_payments,pi_3RsT8XBQ61UuLJWK2hZaPLTm
HnC010011983,2025-08-04 18:10:33,407.08,376.35,0.00,30.73,0.00,341.0800,330.1300,10.9500,Encompass,stripe_payments,pi_3RsSqCBQ61UuLJWK2TpSBELZ
FE001016567,2025-08-04 18:10:02,278.35,250.80,17.56,9.99,0.00,235.9900,220.0000,15.9900,AllPoints,stripe_payments,pi_3RsSpfLbZ7P2XrWw1DZsAcSq
FE001016566,2025-08-04 17:56:17,284.04,253.81,20.24,9.99,0.00,238.6300,222.6400,15.9900,AllPoints,stripe_payments,pi_3RsScNLbZ7P2XrWw1sTQQL5g
CEFE000002271,2025-08-04 17:19:34,56.13,15.93,0.00,41.00,-0.80,33.9400,4.9500,28.9900,AllPoints,stripe_payments,pi_3RsS2qLbZ7P2XrWw0SOlUZaT
HnC010011982,2025-08-04 16:03:18,154.72,122.01,8.54,24.17,0.00,112.7300,99.7300,13.0000,Neuco,stripe_payments,pi_3RsQr2BQ61UuLJWK27sBuOKc
HnC010011981,2025-08-04 15:52:37,296.42,253.82,15.23,27.37,0.00,234.1200,215.2200,18.9000,Neuco,stripe_payments,pi_3RsQghBQ61UuLJWK2crrRNEo
FE001016564,2025-08-04 15:27:18,167.50,145.00,12.51,9.99,0.00,138.8700,122.8800,15.9900,AllPoints,stripe_payments,pi_3RsQICLbZ7P2XrWw3KjZ5uqn
HnC010011980,2025-08-04 15:06:57,2360.72,1998.75,139.91,222.06,0.00,1816.8900,1725.0700,91.8200,Neuco,stripe_payments,pi_3RsPyVBQ61UuLJWK1TfU0m8y
HnC010011979,2025-08-04 15:00:55,854.14,764.20,51.58,38.36,0.00,689.2100,643.7400,45.4700,Neuco,stripe_payments,pi_3RsPsfBQ61UuLJWK1HkijKnV
HnC010011978,2025-08-04 14:49:59,468.44,313.18,28.34,126.92,0.00,327.1400,254.5200,72.6200,Neuco,stripe_payments,pi_3RsPi6BQ61UuLJWK1u3z1PYi
CEFE000002270,2025-08-04 14:46:35,330.23,304.45,0.00,41.00,-15.22,184.5300,155.5400,28.9900,AllPoints,stripe_payments,pi_3RsPenLbZ7P2XrWw3dH9fPvz
CEFE000002269,2025-08-04 14:27:12,93.62,52.62,0.00,41.00,0.00,52.3500,23.3600,28.9900,AllPoints,stripe_payments,pi_3RsPM2LbZ7P2XrWw3rfSXPGy
CEFE000002268,2025-08-04 07:59:29,148.03,107.03,0.00,41.00,0.00,76.5100,47.5200,28.9900,AllPoints,stripe_payments,pi_3RsJIpLbZ7P2XrWw02xX7Uww
HnC010011977,2025-08-04 00:38:25,288.41,235.76,21.69,30.96,0.00,230.3800,188.7800,41.6000,Neuco,stripe_payments,pi_3RsCQ0BQ61UuLJWK2jBPWDMn
HnC010011976,2025-08-03 20:42:43,35.85,8.46,0.51,26.88,0.00,23.7900,3.9700,19.8200,Neuco,stripe_payments,pi_3Rs8jtBQ61UuLJWK1i4kaB3C
FE001016563,2025-08-03 20:42:12,83.74,68.45,5.30,9.99,0.00,74.0000,58.0100,15.9900,AllPoints,stripe_payments,pi_3Rs8jNLbZ7P2XrWw3GzbhqLg
HnC010011974,2025-08-03 17:38:46,123.95,92.82,6.50,24.63,0.00,94.6400,75.8700,18.7700,Neuco,paypal_express,78L46678XY662292Y
HnC010011973,2025-08-03 15:49:45,107.57,48.13,2.89,56.55,0.00,69.0400,34.3800,34.6600,Neuco,paypal_express,24D16390RM746432W
FE001016562,2025-08-03 15:45:47,51.35,38.65,2.71,9.99,0.00,41.2600,25.2700,15.9900,AllPoints,stripe_payments,pi_3Rs46XLbZ7P2XrWw3XrIc5Wh
CEFE000002267,2025-08-03 03:16:01,225.98,184.98,0.00,41.00,0.00,125.4900,96.5000,28.9900,AllPoints,stripe_payments,pi_3RrsOxLbZ7P2XrWw2BZYMBZq
HnC010011969,2025-08-03 01:32:32,461.32,363.58,22.72,75.02,0.00,336.9000,295.4800,41.4200,Neuco,stripe_payments,pi_3RrqmoBQ61UuLJWK215qIjOs
HnC010011968,2025-08-02 23:47:34,543.69,485.10,33.96,24.63,0.00,459.6600,424.1500,35.5100,Neuco,stripe_payments,pi_3Rrp9EBQ61UuLJWK1REvdXgG
HnC010011967,2025-08-02 22:17:44,94.88,62.46,5.54,26.88,0.00,72.0700,51.0500,21.0200,Neuco,stripe_payments,pi_3RrnkIBQ61UuLJWK1efXU6FU
CEFE000002266,2025-08-02 21:11:08,376.01,335.01,0.00,41.00,0.00,203.7600,174.7700,28.9900,AllPoints,stripe_payments,pi_3RrmhqLbZ7P2XrWw07Hgr4Qb
FE001016561,2025-08-02 18:47:54,78.74,64.40,4.35,9.99,0.00,48.1900,32.2000,15.9900,AllPoints,stripe_payments,pi_3RrkTELbZ7P2XrWw1XFnKQbE
FE001016560,2025-08-02 17:20:51,231.40,187.97,13.44,49.99,-20.00,208.2900,159.3000,48.9900,AllPoints,stripe_payments,pi_3Rrj6yLbZ7P2XrWw2PbzNUEn
FE001016559,2025-08-02 17:10:57,104.90,88.49,6.42,9.99,0.00,90.9800,74.9900,15.9900,AllPoints,stripe_payments,pi_3RrixPLbZ7P2XrWw2NDb78c8
CEFE000002265,2025-08-02 14:33:09,354.44,313.44,0.00,41.00,0.00,192.5100,163.5200,28.9900,AllPoints,stripe_payments,pi_3RrgUhLbZ7P2XrWw09VXjbmd
HnC010011966,2025-08-02 14:26:41,110.76,78.74,6.30,25.72,0.00,85.6300,64.6100,21.0200,Neuco,stripe_payments,pi_3RrgOQBQ61UuLJWK1S3hYgAD
HnC010011965,2025-08-02 14:24:58,951.65,838.05,75.42,38.18,0.00,748.2200,705.9600,42.2600,Neuco,stripe_payments,pi_3RrgMBBQ61UuLJWK21diIodo
CEFE000002263,2025-08-02 05:31:32,156.14,115.14,0.00,41.00,0.00,80.1100,51.1200,28.9900,AllPoints,stripe_payments,pi_3RrY2YLbZ7P2XrWw0qfEnaFC
FE001016557,2025-08-02 03:02:02,682.15,590.80,41.36,49.99,0.00,551.1900,518.2400,32.9500,Encompass,stripe_payments,pi_3RrVhsLbZ7P2XrWw07ssebAe
CEFE000002262,2025-08-02 02:20:01,150.72,109.72,0.00,41.00,0.00,77.7100,48.7200,28.9900,AllPoints,stripe_payments,pi_3RrV3DLbZ7P2XrWw1vHdY3JH
FE001016556,2025-08-01 21:48:49,114.49,98.12,6.38,9.99,0.00,94.1000,83.1500,10.9500,Encompass,stripe_payments,pi_3RrQolLbZ7P2XrWw19er9plk
FE001016555,2025-08-01 21:30:24,215.20,190.89,14.32,9.99,0.00,177.7600,161.7700,15.9900,AllPoints,stripe_payments,pi_3RrQWvLbZ7P2XrWw3dawvJuB
HnC010011961,2025-08-01 21:27:43,372.76,308.16,31.59,33.01,0.00,267.8800,240.7800,27.1000,Neuco,paypal_express,1H048873RP851241D
CEFE000002261,2025-08-01 21:02:55,255.50,214.50,0.00,41.00,0.00,112.5500,83.5600,28.9900,AllPoints,stripe_payments,pi_3RrQ6LLbZ7P2XrWw1RbSgQjv
HnC010011960,2025-08-01 19:56:34,236.83,208.81,0.00,34.28,-6.26,222.1900,175.6600,46.5300,Neuco,stripe_payments,pi_3RrP47BQ61UuLJWK06EMj1aZ
CEFE000002260,2025-08-01 19:50:14,1676.95,1635.95,0.00,41.00,0.00,882.4400,853.4500,28.9900,AllPoints,stripe_payments,pi_3RrOy0LbZ7P2XrWw25VSwKHe
CEFE000002259,2025-08-01 19:35:18,258.68,217.68,0.00,41.00,0.00,142.5500,113.5600,28.9900,AllPoints,stripe_payments,pi_3RrOjXLbZ7P2XrWw0JNvPqXC
HnC010011958,2025-08-01 19:34:23,255.54,129.46,7.77,118.31,0.00,191.5100,101.6400,89.8700,Neuco,stripe_payments,pi_3RrOieBQ61UuLJWK233WhSd3
FE001016554,2025-08-01 19:24:20,101.00,85.66,5.35,9.99,0.00,88.5800,72.5900,15.9900,AllPoints,stripe_payments,pi_3RrOYvLbZ7P2XrWw2CcvyKHB
HnC010011957,2025-08-01 19:06:27,841.63,754.11,56.56,30.96,0.00,660.1200,635.2500,24.8700,Neuco,stripe_payments,pi_3RrOHdBQ61UuLJWK03ooEV3m
HnC010011956,2025-08-01 17:50:41,1027.56,931.94,69.90,25.72,0.00,828.4400,817.4900,10.9500,Encompass,stripe_payments,pi_3RrN6JBQ61UuLJWK0R1JXDS1
HnC010011955,2025-08-01 17:47:36,321.78,259.87,20.79,41.12,0.00,241.8000,211.2000,30.6000,Neuco,stripe_payments,pi_3RrN3BBQ61UuLJWK0sx5snZE
HnC010011954,2025-08-01 17:39:26,767.88,685.49,42.84,39.55,0.00,616.2400,581.5300,34.7100,Neuco,stripe_payments,pi_3RrMvQBQ61UuLJWK1SHUUMci
HnC010011952,2025-08-01 16:05:36,1273.03,1062.94,89.02,121.07,0.00,980.5900,895.4000,85.1900,Neuco,stripe_payments,pi_3RrLSbBQ61UuLJWK17YZoEyH
HnC010011951,2025-08-01 16:04:48,655.99,627.88,0.00,28.11,0.00,570.7600,529.9100,40.8500,Neuco,paypal_express,4SG857023J709594P
HnC010011950,2025-08-01 15:57:10,574.53,482.46,34.74,57.33,0.00,445.5600,392.0900,53.4700,Neuco,stripe_payments,pi_3RrLKTBQ61UuLJWK0anySxDt
HnC010011949,2025-08-01 15:33:21,142.92,100.54,8.04,34.34,0.00,102.6200,82.3300,20.2900,Neuco,stripe_payments,pi_3RrKxPBQ61UuLJWK1F4sVolN
HnC010011948,2025-08-01 15:01:55,346.77,301.32,18.08,27.37,0.00,271.0800,246.4600,24.6200,Neuco,stripe_payments,pi_3RrKSzBQ61UuLJWK2o1jkXoQ
HnC010011947,2025-08-01 14:56:05,1501.31,1213.30,121.33,166.68,0.00,1163.7700,837.5500,326.2200,Neuco,stripe_payments,pi_3RrKNMBQ61UuLJWK1oHhCTmG-refund
CEFE000002258,2025-08-01 14:15:10,94.92,53.92,0.00,41.00,0.00,52.9300,23.9400,28.9900,AllPoints,stripe_payments,pi_3RrJjkLbZ7P2XrWw097VdWFB
HnC010011946,2025-08-01 14:06:15,95.06,63.69,5.65,25.72,0.00,64.1000,43.9100,20.1900,Neuco,stripe_payments,pi_3RrJb6BQ61UuLJWK0pzWe0Lg
CEFE000002257,2025-08-01 13:57:53,924.43,883.43,0.00,41.00,0.00,506.0300,477.0400,28.9900,AllPoints,stripe_payments,pi_3RrJT1LbZ7P2XrWw0pAnyqpN
HnC010011945,2025-08-01 13:56:22,506.67,356.77,21.41,128.49,0.00,383.1200,311.9500,71.1700,Neuco,stripe_payments,pi_3RrJRZBQ61UuLJWK1Dn3VP5d
HnC010011943,2025-08-01 13:49:09,265.77,117.08,8.78,139.91,0.00,180.8700,95.8000,85.0700,Neuco,stripe_payments,pi_3RrJKYBQ61UuLJWK1ZSxXgWV
CEFE000002256,2025-08-01 13:43:14,168.80,127.80,0.00,41.00,0.00,95.6600,66.6700,28.9900,AllPoints,stripe_payments,pi_3RrJEqLbZ7P2XrWw1bfbHh0o
FE001016552,2025-08-01 12:40:51,1545.48,1397.65,97.84,49.99,0.00,1296.8900,1247.9000,48.9900,AllPoints,stripe_payments,pi_3RrIGTLbZ7P2XrWw0yQRiAxn
CEFE000002255,2025-08-01 11:08:53,449.98,408.98,0.00,41.00,0.00,220.6400,191.6500,28.9900,AllPoints,stripe_payments,pi_3RrGpULbZ7P2XrWw03M0DtW9
FE001016551,2025-08-01 09:53:45,159.07,138.04,11.04,9.99,0.00,132.9700,116.9800,15.9900,AllPoints,stripe_payments,pi_3RrFelLbZ7P2XrWw19nrCws0
HnC010011940,2025-08-01 05:28:28,34.52,7.42,0.52,26.58,0.00,28.5500,3.4800,25.0700,Neuco,stripe_payments,pi_3RrBW2BQ61UuLJWK2to8b4ou
CEFE000002254,2025-08-01 03:08:06,172.92,131.92,0.00,41.00,0.00,97.8100,68.8200,28.9900,AllPoints,stripe_payments,pi_3Rr9KCLbZ7P2XrWw2p1lv5Ds
